,subscriber,income,healthcare,quality childcare,education,affordable housing,children health insurance,# of children younger than 8,employment,children relationship score
1980,1bef1a14-a1c2-49d6-a17f-eaf80c95da2d,,,,,,,,,
1981,1bef4b7a-6540-4482-8784-71ae598d9d65,,,,,,Medicaid or CHIP,,,
1982,1bf080af-8c6e-4d05-ab7c-092a980c13c8,,,,,,Private (through parent/caregiver),,,
1983,1bf10209-4ed0-455f-b803-846302673413,,,,,,Medicaid or CHIP,,,
1984,1bf13602-0b47-4b9c-8a4e-66d658bf56b9,,,,,,Private (through parent/caregiver),,,
1985,1bf95a03-83bc-431f-b624-1b42bc1b8b36,,,,,,Medicaid or CHIP,,,
1986,1bfac17d-4c53-4e48-9aa6-d2ebb2ec90f2,,,,,,Private (through parent/caregiver),,,
1987,1bfb7ae3-1522-4fb5-9e7b-91e4935c7f3c,,,,,,Private (through parent/caregiver),,,
1988,1bfeb92a-324f-431b-9eac-96ec6aba5254,,,,,,Private (through parent/caregiver),,,
1989,1bff4278-c483-469f-9be8-b3db8d2fc09f,,,,,,Private (through parent/caregiver),,,
1990,1c021d0b-45e9-428b-81e8-ef5dfee691c6,,,,,,Private (through parent/caregiver),,,
1991,1c02b722-b063-443b-a817-f4112e07bafa,,,,,,Private (through parent/caregiver),,,
1992,1c045569-484b-4828-ab46-8b2b89d0924c,,,,,,Private (through parent/caregiver),,,
1993,1c05a8e3-7fee-48a7-bfd8-eca069ba3b8e,,,,,,Private (through parent/caregiver),,,
1994,1c06ae41-9a22-4860-aa8a-477a35c7e12a,,,,,,Private (through parent/caregiver),,,
1995,1c074a7a-23b4-46c7-965a-b84518855a37,,,,,,Private (through parent/caregiver),,,
1996,1c0ad88f-d83b-442a-bcda-eb58067e6352,,,,,,,,,
1997,1c127d72-e7e4-4867-9be7-5ea57d0d6877,,,,,,None,,,
1998,1c1944fc-be8e-4942-b8ca-eed0395ca745,,,,,,Private (through parent/caregiver),,,
1999,1c1979fe-ab4d-4038-b7ae-4a50589aeb03,,,,,,,,,
2000,1c1c9037-bc25-478d-b487-7ea8aa9327f6,,,,,,Private (through parent/caregiver),,,
2001,1c1e9d83-e60a-4b12-926a-e88a5ac11069,,,,,,,,,
2002,1c1fa6f8-d2ce-4fc2-aa5a-746f1a72509b,,,,,,,,,
2003,1c208492-8eb8-47bb-802f-63a44a5de8c9,,,,,,Private (through parent/caregiver),,,
2004,1c221a53-8dbc-4c57-a602-5181d0f01655,,,,,,Private (through parent/caregiver),,,
2005,1c23e2aa-afe2-469b-a1b4-29d6d93d9746,,,,,,Private (through parent/caregiver),,,
2006,1c240fc1-8335-4050-abfc-17ad41c3ef53,,,,,,,,,
2007,1c24570c-b5bc-4381-84db-10f7e9c604af,,,,,,Private (through parent/caregiver),,,
2008,1c25545f-13de-491d-8fff-b825ef53bbce,,,,,,None,,,
2009,1c27dd65-f63b-43f8-aa81-0a1f91677073,,,,,,Private (through parent/caregiver),,,
2010,1c2a27e5-6e76-4e61-8db2-1f252cd580be,,,,,,Medicaid or CHIP,,,
2011,1c2ce8b2-f98f-4ac0-8054-56b8dbf00ea5,,,,,,,,,
2012,1c316ddc-6cb7-4f57-acf8-1d836002399b,,,,,,Medicaid or CHIP,,,
2013,1c349578-78d1-4d4b-a5aa-3c859facc93b,,,,,,Medicaid or CHIP,,,
2014,1c3878ae-ba11-443f-bb29-7cae60541075,,,,,,Medicaid or CHIP,,,
2015,1c3a0f21-8ab9-418e-8868-d847e6b714d9,,,,,,Medicaid or CHIP,,,
2016,1c3cef95-14e5-4656-aa8c-b1d48efbab1b,,,,,,Private (through parent/caregiver),,,
2017,1c45be41-d60f-4b16-ad28-de910398eb74,,,,,,Private (through parent/caregiver),,,
2018,1c4602cf-f9c4-45e2-bb27-13fef4faf8a9,,,,,,,,,
2019,1c472178-5991-4289-8608-66d834650f9e,,,,,,Private (through parent/caregiver),,,
2020,1c4d1347-fe35-4f69-9f12-9024de1ae5b9,,,,,,,,,
2021,1c4f98e0-bdd9-4285-adc5-d8e7109358b0,,,,,,Private (through parent/caregiver),,,
2022,1c517a17-88dd-4ab5-86b4-4f064f58692b,,,,,,Private (through parent/caregiver),,,
2023,1c5829fc-dca7-4163-9f6d-cfbde048d580,,,,,,Private (through parent/caregiver),,,
2024,1c5e17c6-ccfa-4b41-af71-1ae0cce835e8,"Under $50,000",No,Yes,,Yes,Medicaid or CHIP,5+,Employed full-time outside of the home,
2025,1c620fb7-6e32-4e7f-818a-7c7b92cce72a,,,,,,,,,
2026,1c69e732-64b8-4f69-b066-ab643738a6ca,,,,,,Private (through parent/caregiver),,,
2027,1c6a6bdd-9795-44bf-9234-3b932a612535,,,,,,Private (through parent/caregiver),,,
2028,1c6ba899-1151-4b10-af3b-4e327f544829,,,,,,,,,
2029,1c6d3fe3-d35f-45a7-9083-d1ca263da072,,,,,,,,,
2030,1c6e0e8b-b4dd-4d21-9c9d-b98dbf4aa9d9,,,,,,Private (through parent/caregiver),,,
2031,1c6fbba8-f8b1-4975-9390-6b301d3c5368,,,,,,None,,,
2032,1c719364-c04c-49dd-8798-a6ada9e7bed9,,,,,,Medicaid or CHIP,,,
2033,1c7b15cd-9fa5-4188-9ca1-2409f877e50b,,,,,,Private (through parent/caregiver),,,
2034,1c7d3421-9a12-4e28-a6bf-879ecb5516b0,,,,,,Private (through parent/caregiver),,,
2035,1c7e7a11-aa48-4145-959b-775b5e56b45e,,,,,,Private (through parent/caregiver),,,
2036,1c8bd9df-09ca-4d5e-bdb2-62c3dad18a6e,,,,,,Private (through parent/caregiver),,,
2037,1c8d0a67-5c1a-4319-a0af-c5b3fcd4125f,,,,,,Don't Know,,,
2038,1c8d80a6-2bd3-4d95-81f8-e25663a4feb2,,,,,,Medicaid or CHIP,,,
2039,1c8ea4ac-8f92-4097-964a-85b1ea6887c9,,,,,,,,,
2040,1c917cb4-7225-4092-9220-81c60166c922,,,,,,Private (through parent/caregiver),,,75.0
2041,1c9415d5-2a28-4891-aada-5e26e4536f71,,,,,,Private (through parent/caregiver),,,
2042,1ca99120-1dc2-47a7-af07-d00c065516a0,,,,,,Private (through parent/caregiver),,,
2043,1cb25c28-19d0-4817-92d9-3733ebaf12a2,,,,,,,,,
2044,1cbbfc05-0cde-4c1f-8a29-02c409403f6e,,,,,,Private (through parent/caregiver),,,
2045,1cbf96a1-c10b-4921-80c3-7e286e97cc6b,,,,,,,,,
2046,1cc31736-53ed-49fb-9c04-5fac7279e8f2,,,,,,Private (through parent/caregiver),,,
2047,1cc83038-db8a-4723-b85d-90613c698791,,,,,,Private (through parent/caregiver),,,
2048,1cc9e88a-5162-464b-bf91-777424ed1457,,,,,,Private (through parent/caregiver),,,
2049,1cd242de-139e-4663-8585-a0480416266e,,,,,,Private (through parent/caregiver),,,
2050,1cd3c804-48f8-433d-88ee-2635b997cf6b,,,,,,Private (through parent/caregiver),,,
2051,1cd40f0e-a90f-4211-ad92-f842187e4d3f,,,,,,Private (through parent/caregiver),,,
2052,1cd691a2-ebec-42fb-b54a-4e0b39c6f305,,,,,,Private (through parent/caregiver),,,
2053,1cdd33e4-5f54-4cda-acb5-8905417a33a7,,,,,,None,,,
2054,1cdd99e9-e6ce-4aab-8ac8-c2287a131bd1,,,,,,Medicaid or CHIP,,,
2055,1cf39dae-08b3-4bdf-a3fe-0731022ff359,,,,,,Medicaid or CHIP,,,
2056,1cff14fc-ae28-4d66-9412-f6300529b40d,,,,,,Private (through parent/caregiver),,,
2057,1d041309-89db-4835-adda-0bf59247456e,,,,,,Private (through parent/caregiver),,,
2058,1d0e62fe-2860-4095-a06e-c3c562725fb5,,,,,,Private (through parent/caregiver),,,
2059,1d14132f-c460-4061-b53e-dc0d3f729e0b,,,,,,Private (through parent/caregiver),,,
2060,1d1712d8-dd80-4f8b-9eb0-ae9906000efd,,,,,,,,,
2061,1d18994c-d756-4303-8d0a-15dfe1af81fe,,,,,,Private (through parent/caregiver),,,
2062,1d1b9785-6c25-4b39-9ac4-9df1c34b533d,,,,,,Medicaid or CHIP,,,
2063,1d1c2db3-cf65-4790-a52a-fe36ac5c77bc,,,,,,Medicaid or CHIP,,,
2064,1d1e04a5-7c3a-4e75-9141-140d247a023d,,,,,,,,,
2065,1d1ee9df-a7d9-4349-8a9f-cacfdd4cbb85,,,,,,Private (through parent/caregiver),,,77.0
2066,1d212496-d37f-4caf-a854-c12aa61eb14a,,,,,,Private (through parent/caregiver),,,
2067,1d23ef61-009d-4d3b-b070-759e77314536,,,,,,,,,
2068,1d240ae8-2a83-4083-9a42-267434d2b836,,,,,,,,,
2069,1d261a8c-1ebd-409f-ae48-7196b6b4bd68,,,,,,Private (through parent/caregiver),,,79.0
2070,1d2773c0-6d08-402c-9b11-2298d1faaf0c,,,,,,Private (through parent/caregiver),,,
2071,1d2cc96e-96d2-4917-ab3c-f42f2b6178a9,,,,,,Private (through parent/caregiver),,,
2072,1d35936c-bc0f-46b1-b9ce-1f02c121beb2,,,,,,Medicaid or CHIP,,,
2073,1d374c2d-d06e-4149-9097-db672ca18721,,,,,,Private (through parent/caregiver),,,
2074,1d3deceb-c4fc-440e-a395-1b8d82fdd4ab,,,,,,Don't Know,,,
2075,1d46f423-75d6-4247-88dc-6c53d589e60e,,,,,,Private (through parent/caregiver),,,
2076,1d4fff0f-b137-476c-8d83-61a54bb4bbba,,,,,,Private (through parent/caregiver),,,
2077,1d507709-943a-4ab7-85fd-deb07cdf4ee9,,,,,,,,,
2078,1d5684aa-4f36-4f1a-aeb8-99030d7b7af8,,,,,,,,,
2079,1d5ebbfe-8e04-4f84-9143-c8de7299c193,,,,,,Private (through parent/caregiver),,,
2080,1d613b58-bce5-4f4a-b557-9c8b042ad96a,,,,,,Private (through parent/caregiver),,,
2081,1d6177e7-310f-47c1-9625-97d96daf2eff,,,,,,Private (through parent/caregiver),,,
2082,1d61e3bc-c116-48ed-a71c-e5426364d69b,,,,,,Private (through parent/caregiver),,,
2083,1d6589eb-62af-49cb-a1f7-d6db7cbbcfae,,,,,,Private (through parent/caregiver),,,
2084,1d6d2202-e342-4ec6-97a2-b6d1f03e7b1e,,,,,,Medicaid or CHIP,,,
2085,1d6fe9b3-4891-4ced-a131-6c532812b580,,,,,,Don't Know,,,
2086,1d706964-67c8-4049-b6a0-04d84a6a379f,,,,,,Private (through parent/caregiver),,,
2087,1d78c6b1-7f41-400b-ad8e-bdac28b1389e,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),1,,
2088,1d78cca0-d240-46e1-90bb-f84c968a8357,,,,,,,,,
2089,1d7aac3f-cf27-4c29-b87c-b7e89b83177d,,,,,,Private (through parent/caregiver),,,
2090,1d7f447c-92f6-4cb9-a0b2-99bc8f24c560,,,,,,Private (through parent/caregiver),,,
2091,1d8afb88-c852-41ae-b2ca-5a0e51709aef,,,,,,,,,
2092,1d8e3913-4b33-40a0-a1fd-b9379f5147b6,,,,,,,,,
2093,1d93ad12-85fe-4a38-a59a-02e1816c9710,,,,,,Private (through parent/caregiver),,,
2094,1d9ae64d-acd0-41fa-88c4-7328941989ec,,,,,,Private (through parent/caregiver),,,
2095,1d9b2cbc-eee0-41df-b3ba-ee79a983b767,,,,,,Medicaid or CHIP,,,
2096,1d9c32e3-4de5-48e2-ba24-0557af5207c3,,,,,,Medicaid or CHIP,,,
2097,1da0c01f-33c5-496a-b9ce-a901c99ed895,,,,,,Private (through parent/caregiver),,,
2098,1da61a28-f8f2-4612-a1ae-5f1730f462cc,,,,,,Private (through parent/caregiver),,,
2099,1da62ac6-e7df-4983-a3cf-62d6c5f7c815,,,,,,Medicaid or CHIP,,,
2100,1dac3db2-2ad6-4e44-924f-7cb666f4ec2f,,,,,,Private (through parent/caregiver),,,
2101,1db16c8e-a5af-49f9-ba6f-4999817046f7,,,,,,Medicaid or CHIP,,,
2102,1dbdb5a1-d9cd-424e-af26-8770bd1910c6,,,,,,Private (through parent/caregiver),,,
2103,1dc2d0fe-9f51-4f79-88f6-b76a6454aa81,,,,,,Private (through parent/caregiver),,,
2104,1dcfeecc-7fe7-4480-b0b8-5fca46fa542b,,,,,,Medicaid or CHIP,,,
2105,1dd0c15d-b8a7-4d60-8eea-0bc658bafc24,,,,,,Private (through parent/caregiver),,,
2106,1dd4c3b0-4e9e-4fc2-b4be-0039b5fcc7f7,,,,,,Medicaid or CHIP,,,
2107,1dd4c98d-4f5c-408b-82b1-fc5102e80f7f,,,,,,Private (through parent/caregiver),,,
2108,1dd989ad-718b-430a-b5e7-229244d44235,,,,,,Private (through parent/caregiver),,,
2109,1ddce153-0afe-405a-aed8-5dba051457b0,,,,,,,,,
2110,1dde7b51-a420-47fe-a458-b857ecc5d869,,,,,,Private (through parent/caregiver),,,
2111,1de1bd82-2ad3-47b9-aafe-46a3b6615523,,,,,,Medicaid or CHIP,,,
2112,1de24b84-10e4-4a2d-9083-91d0a5eb30e1,,,,,,Private (through parent/caregiver),,,
2113,1de4f73d-33b6-4af5-b958-023981b6ec4a,,,,,,Medicaid or CHIP,,,
2114,1df231a0-6952-44f0-83a6-1c549617aa60,,,,,,Private (through parent/caregiver),,,
2115,1df2ecf8-ea1d-4dbc-b1e7-908e776c357c,,,,,,Medicaid or CHIP,,,
2116,1df64729-89ae-44c1-a0aa-0d2ebd2447d7,,,,,,Private (through parent/caregiver),,,
2117,1df8db10-7db0-47cf-98c5-bd1b29f040e4,,,,,,Private (through parent/caregiver),,,
2118,1e032d7f-8174-4b63-853c-c55e1fcbfc7e,,,,,,Private (through parent/caregiver),,,
2119,1e0508df-a258-4f79-a36c-7c8c55a41f63,,,,,,Medicaid or CHIP,,,
2120,1e0d637e-4dbf-4c4b-8185-8915a44003ad,,,,,,Medicaid or CHIP,,,
2121,1e116913-bacc-4e13-840f-56c156a887ec,,,,,,None,,,
2122,1e123703-e91f-43d0-ab92-e87ec976c9e5,,,,,,Medicaid or CHIP,,,
2123,1e14e9c7-6801-4498-8098-f54a3657cacf,"$50,000 to $75,000",Yes,No,,Yes,Private (through parent/caregiver),2,Employed full-time outside of the home,77.0
2124,1e2156b5-1a22-457e-8341-bd486f7e87db,,,,,,Private (through parent/caregiver),,,
2125,1e2157e4-e823-409d-b1e6-1fdefe1c4c0a,,,,,,Medicaid or CHIP,,,
2126,1e23a188-4d25-4cc0-a27b-89933d3afb42,,,,,,Private (through parent/caregiver),,,
2127,1e27f0d1-380e-4a65-bfff-2d962ea8df7f,,,,,,Private (through parent/caregiver),,,
2128,1e2f4ed3-5e3e-4b04-a091-754f16d57cc8,,,,,,Private (through parent/caregiver),,,
2129,1e32e3a1-92c3-43ae-a39a-5363afff0508,,,,,,Don't Know,,,
2130,1e36ef80-38b2-4e1a-ad55-af160dd279f6,,,,,,Private (through parent/caregiver),,,
2131,1e37c6be-fa6b-4bf8-b5dd-ed7a069621eb,,,,,,Medicaid or CHIP,,,
2132,1e387716-1c50-4673-9225-a829e3bdc75a,,,,,,,,,
2133,1e3e0f93-ce76-4e09-8738-4c758b63df07,,,,,,None,,,
2134,1e4126e9-62a2-41f2-8550-da40f531007f,,,,,,Private (through parent/caregiver),,,
2135,1e490a6d-e84e-4f1a-ba89-25cb04e5439e,,,,,,,,,
2136,1e5070a6-4fcb-40e6-b0a1-5c1b64a3b36d,,,,,,Private (through parent/caregiver),,,
2137,1e54ab26-b5bd-42ce-9d02-c4225c13ee59,,,,,,Private (through parent/caregiver),,,
2138,1e57b403-b1eb-47b4-8601-b79e127454f1,,,,,,Medicaid or CHIP,,,
2139,1e57fb63-8e53-433e-b153-a24b356b5682,,,,,,Private (through parent/caregiver),,,
2140,1e58831d-3c3c-4b3d-8c7d-c25fc798695d,,,,,,Private (through parent/caregiver),,,
2141,1e5ba9a9-d2a3-4689-b426-7332df3f9b0b,,,,,,Private (through parent/caregiver),,,
2142,1e64d2b4-b55f-4a1d-8b13-0099365cd1b2,,,,,,Medicaid or CHIP,,,
2143,1e656483-2f3b-4d1d-91fc-6261681ccb48,,,,,,Private (through parent/caregiver),,,
2144,1e6ef44c-e7da-4fe1-9203-6bc656f831b9,,,,,,,,,
2145,1e7e662e-9232-4aac-ae82-4b0219a9b071,,,,,,,,,
2146,1e81c519-f25c-464e-bb3b-d85e1487d8bf,,,,,,,,,
2147,1e82a3a6-c760-48fb-baa3-9bca1b665c4d,,,,,,Private (through parent/caregiver),,,
2148,1e843082-c452-4518-9e17-a0d94330adc1,,,,,,Private (through parent/caregiver),,,
2149,1e870748-d8ee-4814-910f-6be8e42245f4,,,,,,Medicaid or CHIP,,,
2150,1e8ba2cf-233b-473d-993e-42cb47d8a62e,,,,,,Private (through parent/caregiver),,,
2151,1e8c89fd-87ca-442b-acbd-d4994daa7422,,,,,,Private (through parent/caregiver),,,
2152,1e8cda74-87b7-4772-8190-7eb9fef58598,,,,,,Private (through parent/caregiver),,,
2153,1e8e042e-841e-480f-87b1-833b9a53beee,,,,,,Private (through parent/caregiver),,,
2154,1e8ede16-0344-41fa-9916-31b8674ae789,,,,,,Medicaid or CHIP,,,
2155,1e917181-f048-432b-bc45-53df45c05687,,,,,,Private (through parent/caregiver),,,
2156,1e92d2c7-58d3-424d-9fc7-982a62863dfd,,,,,,,,,
2157,1ea35b38-8545-4d3d-9975-ffcd9127478e,,,,,,,,,
2158,1eb14717-8e48-4b25-96db-e898dfc5dc59,,,,,,Private (through parent/caregiver),,,
2159,1eb4ee52-eefe-4431-b9da-9fad74b2f1ee,,,,,,Private (through parent/caregiver),,,
2160,1eb63b9e-c73e-48c1-8f48-f49e6a4f0c0b,,,,,,Private (through parent/caregiver),,,
2161,1ec3e01e-9886-4e36-abd2-62beaf3e9ea6,,,,,,None,,,
2162,1ec53e77-31f3-4f15-9ab7-60913c96edea,,,,,,Medicaid or CHIP,,,
2163,1ecbd513-51e0-4977-a444-ca47e5bff6e4,,,,,,Private (through parent/caregiver),,,
2164,1ecdf1bf-4b7f-4626-bec2-44522933d935,,,,,,Private (through parent/caregiver),,,
2165,1ed23287-ca66-4585-abbf-ccc7841d7c68,,,,,,,,,
2166,1ed2d0ce-f968-402f-99f4-c386ddfa0048,,,,,,Medicaid or CHIP,,,
2167,1ed3cc67-b1ba-4c4e-b5bb-0d929f17df62,,,,,,Private (through parent/caregiver),,,
2168,1ed807e6-5518-4037-ae88-ab36be45514e,,,,,,Private (through parent/caregiver),,,
2169,1ed8c9a6-524d-4cc3-86f9-a7fc8e5c5911,,,,,,,,,
2170,1ed957d0-1381-4069-b7e9-45f586bc6960,,,,,,Private (through parent/caregiver),,,
2171,1edcfab2-72f6-449c-9a65-9e08f77cb46f,,,,,,Don't Know,,,
2172,1edd0909-4bd9-469e-b9e4-489c29be3301,,,,,,Private (through parent/caregiver),,,
2173,1edd7d01-8ad9-45ff-aa7a-8b43236930b1,,,,,,Private (through parent/caregiver),,,
2174,1eddd0b7-2be0-4270-83cb-69d22e51d92a,,,,,,Private (through parent/caregiver),,,
2175,1edfb878-17a9-4d62-b007-7a9003611fa0,,,,,,Private (through parent/caregiver),,,
2176,1ee1af63-6d5d-4b63-aac7-af1385a38e6e,,,,,,Medicaid or CHIP,,,
2177,1ee1bf84-6d77-4d87-a71d-9efb704a3cb0,,,,,,,,,
2178,1ef07d22-3dd9-458f-896f-37f43e89c008,,,,,,Medicaid or CHIP,,,
2179,1ef0adee-9d32-48a7-a21e-0e76f648ab48,,,,,,Private (through parent/caregiver),,,
2180,1ef508b0-45ef-4a3c-b468-76b81b6194c3,,,,,,Private (through parent/caregiver),,,
2181,1ef545a9-2bec-4023-a418-ae246f888e27,,,,,,Private (through parent/caregiver),,,
2182,1ef72202-d228-4e0f-8c05-98bc4bc68115,,,,,,Medicaid or CHIP,,,
2183,1ef96358-978d-4fe8-9a19-a77e7233a4f6,,,,,,Private (through parent/caregiver),,,
2184,1efa2d2f-888d-424b-8028-62a0e844e2e4,,,,,,Private (through parent/caregiver),,,
2185,1efc36a3-aad5-4966-a5c4-7dcfce70503c,,,,,,Medicaid or CHIP,,,
2186,1efcc7c9-1a4f-448f-a246-bb712a9cbb8f,,,,,,Medicaid or CHIP,,,
2187,1f017eee-0548-488b-bebc-64aec0636ad5,,,,,,Medicaid or CHIP,,,
2188,1f03b9cb-60d4-4647-8c2b-644976232b3a,"$50,000 to $75,000",Yes,N/A,,Yes,Private (through parent/caregiver),1,Full-time homemaker,
2189,1f064be5-3d26-427d-908a-a1a5cf9802d9,,,,,,Private (through parent/caregiver),,,
2190,1f0e9b6b-589e-4d27-8596-1bf6452a11ff,,,,,,Medicaid or CHIP,,,
2191,1f0feb6e-ebe2-4931-b33c-3dcaaf0e5ee7,,,,,,,,,
2192,1f1223ce-e92a-4ad4-9e13-01baffa37d9e,,,,,,Private (through parent/caregiver),,,
2193,1f172913-17ab-4f15-9b8b-4e773c994d9a,,,,,,Private (through parent/caregiver),,,78.0
2194,1f218142-419d-4fc1-bc83-2c96c81a8ea6,,,,,,Private (through parent/caregiver),,,
2195,1f21e7ee-ebf1-479d-ba2e-cd7bbc30ff9b,,,,,,Medicaid or CHIP,,,
2196,1f22b909-bc3d-4a22-82e8-2d2cec474622,,,,,,Private (through parent/caregiver),,,
2197,1f24527a-b2fd-4228-9673-feeb47b2af0e,,,,,,Private (through parent/caregiver),,,
2198,1f2853fc-93ec-45cc-b920-4f499c001963,,,,,,Medicaid or CHIP,,,
2199,1f29110b-0c52-4c77-a52f-cd6586f79116,,,,,,Private (through parent/caregiver),,,
2200,1f295933-972c-4a0d-a90e-5adae2c6f0e8,,,,,,Private (through parent/caregiver),,,
2201,1f2d15e0-67a6-493a-96ca-6ac9f9716b1b,,,,,,Private (through parent/caregiver),,,
2202,1f3033ea-25d0-4532-8970-f2898839403a,,,,,,Private (through parent/caregiver),,,
2203,1f3c8df0-6595-43cb-98e7-2f340db06c93,,,,,,,,,
2204,1f4032e1-df85-4511-a65a-61c96284ab32,,,,,,Private (through parent/caregiver),,,
2205,1f4058f2-5760-4164-b070-eaf2ec14841d,,,,,,Medicaid or CHIP,,,
2206,1f428c9b-4a80-4653-a73a-632d5945dd9e,,,,,,,,,
2207,1f463ad6-a92a-4647-9c25-9b2c6feeea22,,,,,,Private (through parent/caregiver),,,
2208,1f4a90e8-4118-4d08-a5f9-145b22b79966,,,,,,Private (through parent/caregiver),,,
2209,1f54130c-f614-4620-9854-e56fcf7aa755,,,,,,,,,
2210,1f54d878-c79b-4337-808b-275eb8fbc5e0,,,,,,Private (through parent/caregiver),,,
2211,1f61aa65-bdec-4803-9d16-6d6cbb6ca7c3,"Over $75,000",Yes,Yes,,No,Private (through parent/caregiver),1,Employed full-time outside of the home,64.0
2212,1f6cba31-45bf-4fbf-83c0-c57d2f44a1f2,,,,,,Private (through parent/caregiver),,,
2213,1f6cf890-7883-4288-a328-48dd8c48989f,,,,,,Private (through parent/caregiver),,,
2214,1f70fab5-8eb9-42c0-9ae1-e64170b4daaf,,,,,,Medicaid or CHIP,,,
2215,1f7344e1-a049-4b94-9aef-100f606ce22c,,,,,,Private (through parent/caregiver),,,
2216,1f7a6b15-5a07-4a6e-a581-2b69784691c1,,,,,,Medicaid or CHIP,,,
2217,1f7ca8bf-fcc9-4a5e-bfb2-f084c97c9873,,,,,,Private (through parent/caregiver),,,
2218,1f7cd5df-7687-4fc6-9195-5506a5e20349,,,,,,Medicaid or CHIP,,,
2219,1f813599-b405-4a9e-a704-3c4373128037,,,,,,Private (through parent/caregiver),,,
2220,1f8215f0-12ed-472f-bc72-3a0da645b07f,,,,,,Medicaid or CHIP,,,
2221,1f838a0c-7175-442f-b65f-394fface6d99,,,,,,Medicaid or CHIP,,,
2222,1f8c0497-947c-4a23-95d8-2439d67a87fc,,,,,,,,,
2223,1f8ccbb8-e141-464f-af09-b422f75327fc,"Over $75,000",Yes,Yes,,N/A,Private (through parent/caregiver),2,Employed full-time outside of the home,
2224,1f9731b4-89e2-4e50-af13-65480aab8eb2,,,,,,Medicaid or CHIP,,,
2225,1f9bf97e-f107-4266-9d03-5b463618a5cf,,,,,,Private (through parent/caregiver),,,
2226,1f9f0e3d-e2cd-47f0-be22-3e1c3a68cc20,,,,,,None,,,
2227,1f9f102a-67ea-4df9-8215-7646d0b736b7,,,,,,Private (through parent/caregiver),,,
2228,1fa19ab1-7a9f-450a-8ebc-4125337525ee,,,,,,Medicaid or CHIP,,,
2229,1fa2915e-b26c-4d85-8ef2-db2d27c7b93b,,,,,,,,,
2230,1fa759ae-26f4-4b0a-8752-370636b9e48f,,,,,,,,,
2231,1fabefbd-e27a-4339-9f86-0bf015f8f44f,,,,,,,,,
2232,1fad342b-c06c-41b6-b46e-17f20b55cc80,,,,,,Private (through parent/caregiver),,,
2233,1fae990b-accb-4416-a543-73390b6d85fb,,,,,,Private (through parent/caregiver),,,
2234,1fb12be8-451a-4f2b-a399-1bd136fbe3a3,,,,,,,,,
2235,1fb596df-d140-40ff-b5cf-8baff9e335c4,,,,,,Medicaid or CHIP,,,
2236,1fb68ba5-5f37-4cd3-9170-ab40872b11ec,,,,,,,,,
2237,1fbdcf1e-5273-45a3-b6a2-1487e87619ce,,,,,,Private (through parent/caregiver),,,
2238,1fc863eb-1f9b-4114-b7b4-72c76182ccaf,,,,,,Private (through parent/caregiver),,,
2239,1fce77ad-c41c-4108-ac4d-117be7bf4e40,,,,,,Private (through parent/caregiver),,,
2240,1fd802b7-7fe7-4439-a346-1fc04437ed0b,,,,,,,,,
2241,1fd828fe-c2ff-46f4-94c3-46c6dccfba27,,,,,,Private (through parent/caregiver),,,
2242,1fda2478-e462-44f5-b0ce-eff192fe90bf,,,,,,Private (through parent/caregiver),,,
2243,1feb1017-a0b6-44e0-878e-02f3db333ca5,,,,,,,,,
2244,1ff8e5fe-1992-4213-a752-ee12fd390476,,,,,,Medicaid or CHIP,,,
2245,1ffadd98-216f-4ddf-9f2b-0b50ef7323b1,,,,,,Private (through parent/caregiver),,,
2246,1ffc34cf-3b8a-436d-a698-5ce21eed6377,,,,,,Private (through parent/caregiver),,,
2247,1ffd3f07-5104-427b-b9c8-40eb6d4291d1,,,,,,Private (through parent/caregiver),,,
2248,20005773-45b2-4b7e-a73a-883f032de30d,,,,,,Medicaid or CHIP,,,
2249,20018f95-3954-438d-8822-20585ac8c846,,,,,,,,,
2250,2001f232-9905-4e66-b721-1e4b2babe6aa,,,,,,Medicaid or CHIP,,,
2251,2008c3e2-07fb-4143-b1b9-267d4f83ea3c,,,,,,,,,
2252,200f97f3-ce67-4b7d-a974-4dcfc4828cb9,,,,,,Private (through parent/caregiver),,,
2253,2010be27-4f1f-4fab-86c7-7d42d02cb2ff,,,,,,Private (through parent/caregiver),,,
2254,20155b62-94f7-422b-9df9-6dad1b36307f,,,,,,Private (through parent/caregiver),,,
2255,201578e8-aa3e-4976-b4ad-9b028e1e253c,,,,,,Private (through parent/caregiver),,,
2256,20168741-c827-46e5-9a99-8f894fd52d2e,,,,,,Private (through parent/caregiver),,,
2257,20186da7-7957-4945-a325-48748b44eba3,,,,,,Private (through parent/caregiver),,,
2258,20190022-170c-4e7b-98c8-97db47f2db11,,,,,,Private (through parent/caregiver),,,
2259,201a018c-0cc5-4d02-b451-fd9bf22fc750,,,,,,Private (through parent/caregiver),,,
2260,201bd690-f722-46af-99a4-7e62170e2a65,"Under $50,000",Yes,Yes,,No,Private (through parent/caregiver),1,Not employed and looking for work,
2261,201c5e8f-7790-46f1-902a-8c67d67d749d,,,,,,,,,
2262,201cf14b-ae8b-4c62-89cf-8261e3f17f43,,,,,,Don't Know,,,
2263,201fff53-31e3-453c-82eb-6f9b43b541ce,,,,,,,,,
2264,2020f430-b5c8-4386-9f14-9ae216783b50,,,,,,,,,
2265,2021955c-6c04-406d-8a81-d64ac628a204,,,,,,Medicaid or CHIP,,,
